Transaction_ID,Date,Store_ID,Store_Name,City,Category,Product_Name,Unit_Price,Quantity,Discount_Percent,Gross_Sales,Discount_Amount,Net_Sales,Payment_Method,Customer_Segment,Return_Flag
TXN01600,2024-01-25,S004,Mumbai Metro Store,Mumbai,Electronics,Earphones,1498.44,1.0,15.0,1498.44,224.77,1273.67,Debit Card,Online,No
TXN01601,2024-12-17,S001,Hyderabad Central,Hyderabad,Clothing,Jacket,1927.1,5.0,0.0,9635.5,0.0,9635.5,Credit Card,Online,No
TXN01602,2024-08-25,S003,Chennai Express,Chennai,Stationery,Pen Box,100.98,1.0,10.0,100.98,10.1,90.88,Net Banking,Online,No
TXN01603,2024-03-27,S002,Banjara Hills Mart,Hyderabad,Electronics,Tablet,18219.04,5.0,10.0,91095.2,9109.52,81985.68,Cash,Walk-in,No
TXN01604,2024-01-13,S001,Hyderabad Central,Hyderabad,Electronics,Earphones,1533.41,1.0,0.0,1533.41,0.0,1533.41,Debit Card,Walk-in,No
TXN01605,2024-03-02,S004,Mumbai Metro Store,Mumbai,Electronics,Smart Watch,5816.12,4.0,10.0,23264.48,2326.45,20938.03,Cash,Corporate,No
TXN01606,2024-08-28,S004,Mumbai Metro Store,Mumbai,Grocery,Spices Pack,102.51,5.0,5.0,512.55,25.63,486.92,Net Banking,Walk-in,No
TXN01607,2024-10-02,S001,Hyderabad Central,Hyderabad,Stationery,Notebook Set,204.07,7.0,5.0,1428.49,71.42,1357.07,Debit Card,Online,No
TXN01608,2024-06-29,S004,Mumbai Metro Store,Mumbai,Home Appliances,Iron Box,912.01,5.0,15.0,4560.05,684.01,3876.04,Net Banking,Corporate,No
TXN01609,2024-08-25,S004,Mumbai Metro Store,Mumbai,Stationery,Calculator,408.46,6.0,10.0,2450.76,245.08,2205.68,Cash,Loyalty Member,No
TXN01610,2024-12-12,S002,Banjara Hills Mart,Hyderabad,Stationery,Stapler,154.0,7.0,0.0,1078.0,0.0,1078.0,UPI,Corporate,No
TXN01611,2024-10-30,S005,Pune Retail Hub,Pune,Electronics,Earphones,1439.15,5.0,20.0,7195.75,1439.15,5756.6,UPI,Online,No
TXN01612,2024-10-31,S004,Mumbai Metro Store,Mumbai,Home Appliances,Mixer Grinder,2707.72,6.0,10.0,16246.32,1624.63,14621.69,Cash,Corporate,No
TXN01613,2024-07-10,S001,Hyderabad Central,Hyderabad,Grocery,Spices Pack,100.43,3.0,0.0,301.29,0.0,301.29,Debit Card,Corporate,Yes
TXN01614,2024-07-16,S001,Hyderabad Central,Hyderabad,Electronics,Smart Watch,6235.62,3.0,0.0,18706.86,0.0,18706.86,Cash,Walk-in,No
TXN01615,2024-04-24,S003,Chennai Express,Chennai,Electronics,Mobile Phone,9957.32,1.0,20.0,9957.32,1991.46,7965.86,Credit Card,Walk-in,No
TXN01616,2024-04-03,S002,Banjara Hills Mart,Hyderabad,Stationery,Stapler,146.96,7.0,10.0,1028.72,102.87,925.85,Credit Card,Walk-in,No
TXN01617,2024-04-07,S003,Chennai Express,Chennai,Home Appliances,Mixer Grinder,2854.43,5.0,5.0,14272.15,713.61,13558.54,Debit Card,Online,Yes
TXN01618,2024-04-29,S001,Hyderabad Central,Hyderabad,Electronics,Earphones,1567.67,6.0,15.0,9406.02,1410.9,7995.12,Cash,Loyalty Member,No
TXN01619,2024-11-15,S004,Mumbai Metro Store,Mumbai,Electronics,Tablet,18972.47,6.0,5.0,113834.82,5691.74,108143.08,Cash,Corporate,No
TXN01620,,S005,Pune Retail Hub,Pune,Grocery,Spices Pack,99.81,1.0,,,,,Cash,Loyalty Member,No
TXN01621,2024-12-20,S003,Chennai Express,Chennai,Grocery,Rice (5kg),353.17,3.0,20.0,1059.51,211.9,847.61,Net Banking,Corporate,No
TXN01622,2024-12-04,S005,Pune Retail Hub,Pune,Stationery,Notebook Set,207.73,8.0,10.0,1661.84,166.18,1495.66,Credit Card,Walk-in,No
TXN01623,2024-05-20,S002,Banjara Hills Mart,Hyderabad,Grocery,Flour (10kg),289.59,2.0,20.0,579.18,115.84,463.34,Debit Card,Online,No
TXN01624,,S003,Chennai Express,Chennai,Stationery,File Folder,78.16,1.0,-5.0,,,,Net Banking,Online,No
TXN01625,2024-03-24,S004,Mumbai Metro Store,Mumbai,Clothing,Saree,2568.47,1.0,5.0,2568.47,128.42,2440.05,Debit Card,Walk-in,No
TXN01626,2024-08-30,S003,Chennai Express,Chennai,Electronics,Smart Watch,5810.69,4.0,0.0,23242.76,0.0,23242.76,Net Banking,Walk-in,No
TXN01627,2024-12-19,S005,Pune Retail Hub,Pune,Stationery,Calculator,411.41,8.0,10.0,3291.28,329.13,2962.15,Net Banking,Walk-in,No
TXN01628,2024-08-16,S001,Hyderabad Central,Hyderabad,Electronics,Mobile Phone,9748.03,1.0,15.0,9748.03,1462.2,8285.83,Cash,Online,No
TXN01629,2024-10-22,S003,Chennai Express,Chennai,Electronics,Earphones,1434.14,6.0,10.0,8604.84,860.48,7744.36,UPI,Online,No
TXN01630,2024-04-28,S004,Mumbai Metro Store,Mumbai,Grocery,Flour (10kg),293.35,5.0,15.0,1466.75,220.01,1246.74,UPI,Loyalty Member,No
TXN01631,2024-01-05,S001,Hyderabad Central,Hyderabad,Electronics,Smart Watch,5827.68,8.0,5.0,46621.44,2331.07,44290.37,UPI,Online,No
TXN01632,2024-05-05,S001,Hyderabad Central,Hyderabad,Grocery,Cooking Oil,192.65,8.0,15.0,1541.2,231.18,1310.02,UPI,Online,No
TXN01633,2024-07-05,S001,Hyderabad Central,Hyderabad,Electronics,Earphones,1450.98,3.0,5.0,4352.94,217.65,4135.29,Debit Card,Loyalty Member,No
TXN01634,2024-07-24,S003,Chennai Express,Chennai,Home Appliances,Fan,1658.83,8.0,0.0,13270.64,0.0,13270.64,Credit Card,Loyalty Member,No
TXN01635,2024-09-27,S005,Pune Retail Hub,Pune,Grocery,Pulses,142.65,2.0,15.0,285.3,42.8,242.5,Cash,Walk-in,No
TXN01636,,S001,Hyderabad Central,Hyderabad,Home Appliances,Microwave,6329.03,7.0,-5.0,,,,Debit Card,Loyalty Member,No
TXN01637,2024-10-09,S002,Banjara Hills Mart,Hyderabad,Electronics,Laptop,44211.14,8.0,5.0,353689.12,17684.46,336004.66,Debit Card,Online,No
TXN01638,2024-04-29,S002,Banjara Hills Mart,Hyderabad,Electronics,Earphones,1426.78,5.0,0.0,7133.9,0.0,7133.9,Cash,Corporate,No
TXN01639,2024-07-27,S003,Chennai Express,Chennai,Stationery,File Folder,81.33,7.0,0.0,569.31,0.0,569.31,Cash,Online,No
TXN01640,2024-02-21,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Iron Box,865.93,2.0,5.0,1731.86,86.59,1645.27,Net Banking,Loyalty Member,No
TXN01641,2024-09-09,S002,Banjara Hills Mart,Hyderabad,Grocery,Rice (5kg),360.42,6.0,10.0,2162.52,216.25,1946.27,UPI,Corporate,No
TXN01642,2024-04-18,S005,Pune Retail Hub,Pune,Clothing,Saree,2544.53,6.0,0.0,15267.18,0.0,15267.18,Debit Card,Loyalty Member,No
TXN01643,2024-10-15,S003,Chennai Express,Chennai,Electronics,Earphones,1425.51,7.0,20.0,9978.57,1995.71,7982.86,Credit Card,Walk-in,No
TXN01644,,S005,Pune Retail Hub,Pune,Electronics,Earphones,1545.63,7.0,101.0,,,,Credit Card,Loyalty Member,No
TXN01645,2024-02-05,S002,Banjara Hills Mart,Hyderabad,Grocery,Flour (10kg),298.1,7.0,5.0,2086.7,104.33,1982.37,Net Banking,Walk-in,No
TXN01646,2024-03-26,S005,Pune Retail Hub,Pune,Stationery,Pen Box,100.62,7.0,20.0,704.34,140.87,563.47,Cash,Corporate,No
TXN01647,2024-01-26,S005,Pune Retail Hub,Pune,Stationery,Calculator,394.98,5.0,10.0,1974.9,197.49,1777.41,Credit Card,Loyalty Member,No
TXN01648,2024-08-01,S001,Hyderabad Central,Hyderabad,Clothing,Saree,2560.83,8.0,15.0,20486.64,3073.0,17413.64,Debit Card,Corporate,No
TXN01649,2024-01-05,S005,Pune Retail Hub,Pune,Clothing,T-Shirt,589.06,3.0,0.0,1767.18,0.0,1767.18,UPI,Walk-in,No
TXN01650,2024-06-08,S002,Banjara Hills Mart,Hyderabad,Electronics,Mobile Phone,10211.26,5.0,5.0,51056.3,2552.82,48503.48,UPI,Online,No
TXN01651,2024-07-09,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Microwave,6783.85,2.0,15.0,13567.7,2035.15,11532.55,Net Banking,Loyalty Member,No
TXN01652,,S003,Chennai Express,Chennai,Electronics,Mobile Phone,10462.83,1.0,,,,,Debit Card,Loyalty Member,No
TXN01653,2024-03-07,S001,Hyderabad Central,Hyderabad,Electronics,Smart Watch,6037.5,3.0,20.0,18112.5,3622.5,14490.0,UPI,Online,No
TXN01654,2024-05-02,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Microwave,6668.25,1.0,15.0,6668.25,1000.24,5668.01,UPI,Corporate,Yes
TXN01655,2024-07-15,S001,Hyderabad Central,Hyderabad,Grocery,Spices Pack,100.73,8.0,0.0,805.84,0.0,805.84,Credit Card,Walk-in,No
TXN01656,2024-04-28,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Mixer Grinder,2884.44,6.0,10.0,17306.64,1730.66,15575.98,Debit Card,Loyalty Member,No
TXN01657,2024-08-31,S005,Pune Retail Hub,Pune,Clothing,Saree,2577.8,7.0,5.0,18044.6,902.23,17142.37,UPI,Corporate,No
TXN01658,2024-05-25,S004,Mumbai Metro Store,Mumbai,Home Appliances,Iron Box,927.39,7.0,5.0,6491.73,324.59,6167.14,UPI,Online,Yes
TXN01659,,S001,Hyderabad Central,Hyderabad,Electronics,Mobile Phone,9562.72,1.0,101.0,,,,Cash,Loyalty Member,No
TXN01660,2024-07-01,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Fan,1576.88,4.0,5.0,6307.52,315.38,5992.14,Credit Card,Walk-in,No
TXN01661,2024-07-14,S001,Hyderabad Central,Hyderabad,Home Appliances,Fan,1614.01,3.0,5.0,4842.03,242.1,4599.93,Credit Card,Walk-in,Yes
TXN01662,2024-09-03,S002,Banjara Hills Mart,Hyderabad,Clothing,Saree,2462.22,1.0,10.0,2462.22,246.22,2216.0,Credit Card,Loyalty Member,No
TXN01663,2024-09-02,S001,Hyderabad Central,Hyderabad,Grocery,Rice (5kg),346.83,1.0,10.0,346.83,34.68,312.15,Credit Card,Loyalty Member,No
TXN01664,2024-12-03,S005,Pune Retail Hub,Pune,Stationery,Notebook Set,189.42,5.0,10.0,947.1,94.71,852.39,Cash,Walk-in,No
TXN01665,2024-05-01,S005,Pune Retail Hub,Pune,Grocery,Spices Pack,100.55,7.0,0.0,703.85,0.0,703.85,Debit Card,Corporate,No
TXN01666,2024-09-14,S003,Chennai Express,Chennai,Clothing,Saree,2447.4,7.0,5.0,17131.8,856.59,16275.21,UPI,Loyalty Member,No
TXN01667,2024-08-17,S004,Mumbai Metro Store,Mumbai,Grocery,Flour (10kg),303.74,4.0,10.0,1214.96,121.5,1093.46,Cash,Walk-in,No
TXN01668,2024-07-12,S003,Chennai Express,Chennai,Clothing,T-Shirt,616.86,1.0,20.0,616.86,123.37,493.49,Net Banking,Online,No
TXN01669,2024-01-21,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Iron Box,905.53,3.0,10.0,2716.59,271.66,2444.93,Credit Card,Loyalty Member,No
TXN01670,2024-07-26,S001,Hyderabad Central,Hyderabad,Grocery,Spices Pack,99.65,6.0,20.0,597.9,119.58,478.32,Credit Card,Corporate,No
TXN01671,2024-04-12,S004,Mumbai Metro Store,Mumbai,Clothing,Jacket,2057.12,6.0,10.0,12342.72,1234.27,11108.45,Credit Card,Loyalty Member,No
TXN01672,2024-09-03,S004,Mumbai Metro Store,Mumbai,Electronics,Tablet,19151.75,6.0,5.0,114910.5,5745.52,109164.98,Debit Card,Walk-in,No
TXN01673,2024-11-23,S003,Chennai Express,Chennai,Grocery,Pulses,142.53,7.0,10.0,997.71,99.77,897.94,Credit Card,Loyalty Member,No
TXN01674,2024-12-13,S005,Pune Retail Hub,Pune,Grocery,Pulses,142.52,4.0,20.0,570.08,114.02,456.06,UPI,Corporate,No
TXN01675,2024-08-02,S003,Chennai Express,Chennai,Home Appliances,Microwave,6355.09,6.0,10.0,38130.54,3813.05,34317.49,UPI,Loyalty Member,No
TXN01676,2024-05-14,S002,Banjara Hills Mart,Hyderabad,Stationery,Calculator,384.56,1.0,0.0,384.56,0.0,384.56,Credit Card,Loyalty Member,Yes
TXN01677,2024-03-03,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Mixer Grinder,2822.52,2.0,15.0,5645.04,846.76,4798.28,UPI,Loyalty Member,No
TXN01678,2024-01-02,S002,Banjara Hills Mart,Hyderabad,Grocery,Pulses,145.87,8.0,0.0,1166.96,0.0,1166.96,Net Banking,Loyalty Member,No
TXN01679,2024-07-27,S003,Chennai Express,Chennai,Stationery,File Folder,80.86,5.0,0.0,404.3,0.0,404.3,Cash,Loyalty Member,No
TXN01680,2024-09-30,S002,Banjara Hills Mart,Hyderabad,Electronics,Laptop,43996.36,6.0,0.0,263978.16,0.0,263978.16,Net Banking,Loyalty Member,No
TXN01681,2024-05-08,S001,Hyderabad Central,Hyderabad,Clothing,Saree,2432.12,6.0,10.0,14592.72,1459.27,13133.45,Credit Card,Corporate,No
TXN01682,2024-12-08,S005,Pune Retail Hub,Pune,Electronics,Laptop,47494.36,6.0,5.0,284966.16,14248.31,270717.85,UPI,Walk-in,No
TXN01683,2024-05-14,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Fan,1563.47,8.0,5.0,12507.76,625.39,11882.37,Net Banking,Online,No
TXN01684,,S001,Hyderabad Central,Hyderabad,Home Appliances,Mixer Grinder,2931.75,,,,,,Cash,Loyalty Member,No
TXN01685,2024-10-23,S001,Hyderabad Central,Hyderabad,Home Appliances,Mixer Grinder,2684.54,5.0,20.0,13422.7,2684.54,10738.16,Credit Card,Online,No
TXN01686,2024-02-14,S005,Pune Retail Hub,Pune,Stationery,Pen Box,102.93,4.0,0.0,411.72,0.0,411.72,Debit Card,Online,No
TXN01687,2024-07-19,S005,Pune Retail Hub,Pune,Electronics,Smart Watch,6291.84,4.0,5.0,25167.36,1258.37,23908.99,Debit Card,Corporate,No
TXN01688,2024-08-05,S001,Hyderabad Central,Hyderabad,Clothing,Saree,2515.39,5.0,5.0,12576.95,628.85,11948.1,UPI,Walk-in,Yes
TXN01689,2024-07-18,S003,Chennai Express,Chennai,Stationery,Calculator,401.32,4.0,15.0,1605.28,240.79,1364.49,Net Banking,Loyalty Member,No
TXN01690,,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Mixer Grinder,2672.92,5.0,,,,,Credit Card,Online,No
TXN01691,2024-08-27,S005,Pune Retail Hub,Pune,Stationery,Pen Box,94.66,8.0,5.0,757.28,37.86,719.42,UPI,Corporate,No
TXN01692,2024-12-25,S004,Mumbai Metro Store,Mumbai,Electronics,Earphones,1500.75,1.0,0.0,1500.75,0.0,1500.75,Cash,Corporate,No
TXN01693,2024-05-17,S005,Pune Retail Hub,Pune,Clothing,Jacket,1928.18,4.0,5.0,7712.72,385.64,7327.08,Cash,Online,No
TXN01694,2024-10-19,S003,Chennai Express,Chennai,Electronics,Laptop,47231.5,4.0,10.0,188926.0,18892.6,170033.4,Credit Card,Corporate,No
TXN01695,2024-09-18,S004,Mumbai Metro Store,Mumbai,Home Appliances,Iron Box,901.7,5.0,20.0,4508.5,901.7,3606.8,Net Banking,Online,No
TXN01696,2024-10-17,S004,Mumbai Metro Store,Mumbai,Home Appliances,Microwave,6559.21,3.0,0.0,19677.63,0.0,19677.63,Cash,Online,No
TXN01697,2024-06-13,S001,Hyderabad Central,Hyderabad,Home Appliances,Fan,1597.18,1.0,10.0,1597.18,159.72,1437.46,Cash,Loyalty Member,No
TXN01698,2024-07-21,S003,Chennai Express,Chennai,Clothing,T-Shirt,576.13,1.0,0.0,576.13,0.0,576.13,UPI,Corporate,No
TXN01699,2024-01-16,S005,Pune Retail Hub,Pune,Home Appliances,Fan,1565.02,2.0,0.0,3130.04,0.0,3130.04,UPI,Walk-in,No
TXN01700,2024-12-18,S005,Pune Retail Hub,Pune,Clothing,Jeans,1354.22,3.0,0.0,4062.66,0.0,4062.66,Debit Card,Corporate,No
TXN01701,2024-12-04,S001,Hyderabad Central,Hyderabad,Grocery,Flour (10kg),300.08,6.0,5.0,1800.48,90.02,1710.46,Debit Card,Walk-in,No
TXN01702,2024-11-05,S005,Pune Retail Hub,Pune,Clothing,T-Shirt,600.19,1.0,15.0,600.19,90.03,510.16,Credit Card,Walk-in,No
TXN01703,2024-12-06,S003,Chennai Express,Chennai,Grocery,Spices Pack,100.5,1.0,10.0,100.5,10.05,90.45,Credit Card,Loyalty Member,Yes
TXN01704,2024-11-24,S001,Hyderabad Central,Hyderabad,Electronics,Earphones,1555.68,3.0,10.0,4667.04,466.7,4200.34,Cash,Corporate,No
TXN01705,2024-11-28,S002,Banjara Hills Mart,Hyderabad,Stationery,Calculator,408.73,2.0,20.0,817.46,163.49,653.97,Net Banking,Loyalty Member,No
TXN01706,2024-07-03,S003,Chennai Express,Chennai,Stationery,Stapler,155.39,2.0,10.0,310.78,31.08,279.7,UPI,Corporate,No
TXN01707,2024-06-25,S004,Mumbai Metro Store,Mumbai,Grocery,Flour (10kg),294.99,2.0,20.0,589.98,118.0,471.98,UPI,Online,No
TXN01708,2024-03-28,S001,Hyderabad Central,Hyderabad,Stationery,File Folder,76.14,5.0,0.0,380.7,0.0,380.7,Debit Card,Online,No
TXN01709,2024-06-17,S001,Hyderabad Central,Hyderabad,Electronics,Smart Watch,5866.42,4.0,10.0,23465.68,2346.57,21119.11,Cash,Online,No
TXN01710,,S005,Pune Retail Hub,Pune,Stationery,Stapler,142.92,7.0,-5.0,,,,Debit Card,Corporate,No
TXN01711,2024-12-12,S003,Chennai Express,Chennai,Electronics,Smart Watch,5715.06,8.0,0.0,45720.48,0.0,45720.48,Cash,Walk-in,No
TXN01712,2024-05-12,S002,Banjara Hills Mart,Hyderabad,Clothing,Jacket,2057.2,4.0,20.0,8228.8,1645.76,6583.04,Debit Card,Corporate,No
TXN01713,2024-06-17,S005,Pune Retail Hub,Pune,Stationery,File Folder,75.56,6.0,0.0,453.36,0.0,453.36,Debit Card,Online,No
TXN01714,2024-04-02,S003,Chennai Express,Chennai,Clothing,Saree,2421.16,4.0,0.0,9684.64,0.0,9684.64,Credit Card,Online,No
TXN01715,2024-11-15,S005,Pune Retail Hub,Pune,Grocery,Flour (10kg),300.3,8.0,15.0,2402.4,360.36,2042.04,Credit Card,Online,No
TXN01716,2024-05-27,S004,Mumbai Metro Store,Mumbai,Home Appliances,Iron Box,936.18,5.0,15.0,4680.9,702.13,3978.77,Cash,Walk-in,No
TXN01717,2024-04-12,S003,Chennai Express,Chennai,Clothing,Formal Shirt,926.26,5.0,15.0,4631.3,694.7,3936.6,Net Banking,Loyalty Member,No
TXN01718,2024-12-20,S004,Mumbai Metro Store,Mumbai,Grocery,Rice (5kg),366.27,8.0,5.0,2930.16,146.51,2783.65,Net Banking,Online,No
TXN01719,2024-12-05,S005,Pune Retail Hub,Pune,Electronics,Tablet,18771.67,4.0,0.0,75086.68,0.0,75086.68,Net Banking,Walk-in,No
TXN01720,2024-08-11,S005,Pune Retail Hub,Pune,Electronics,Laptop,44970.68,3.0,20.0,134912.04,26982.41,107929.63,Net Banking,Loyalty Member,No
TXN01721,2024-05-15,S003,Chennai Express,Chennai,Stationery,Notebook Set,196.23,6.0,0.0,1177.38,0.0,1177.38,Net Banking,Loyalty Member,No
TXN01722,2024-10-25,S004,Mumbai Metro Store,Mumbai,Home Appliances,Fan,1589.31,3.0,10.0,4767.93,476.79,4291.14,UPI,Walk-in,No
TXN01723,2024-03-07,S001,Hyderabad Central,Hyderabad,Clothing,Formal Shirt,885.76,6.0,5.0,5314.56,265.73,5048.83,Debit Card,Online,No
TXN01724,2024-12-10,S005,Pune Retail Hub,Pune,Home Appliances,Fan,1625.77,4.0,0.0,6503.08,0.0,6503.08,Credit Card,Corporate,No
TXN01725,2024-10-14,S004,Mumbai Metro Store,Mumbai,Home Appliances,Microwave,6615.11,7.0,10.0,46305.77,4630.58,41675.19,Net Banking,Loyalty Member,Yes
TXN01726,2024-08-21,S003,Chennai Express,Chennai,Stationery,Calculator,408.61,1.0,15.0,408.61,61.29,347.32,Cash,Loyalty Member,No
TXN01727,2024-03-19,S002,Banjara Hills Mart,Hyderabad,Grocery,Spices Pack,101.27,3.0,10.0,303.81,30.38,273.43,Cash,Corporate,No
TXN01728,2024-10-08,S004,Mumbai Metro Store,Mumbai,Stationery,Notebook Set,208.86,5.0,20.0,1044.3,208.86,835.44,UPI,Loyalty Member,No
TXN01729,2024-01-25,S001,Hyderabad Central,Hyderabad,Home Appliances,Iron Box,913.31,5.0,0.0,4566.55,0.0,4566.55,Credit Card,Online,No
TXN01730,2024-04-11,S001,Hyderabad Central,Hyderabad,Home Appliances,Water Purifier,9430.52,4.0,0.0,37722.08,0.0,37722.08,Credit Card,Corporate,No
TXN01731,2024-04-27,S002,Banjara Hills Mart,Hyderabad,Electronics,Mobile Phone,10358.91,3.0,10.0,31076.73,3107.67,27969.06,Cash,Loyalty Member,No
TXN01732,2024-10-11,S003,Chennai Express,Chennai,Electronics,Tablet,19374.88,5.0,5.0,96874.4,4843.72,92030.68,UPI,Walk-in,No
TXN01733,2024-09-27,S005,Pune Retail Hub,Pune,Stationery,File Folder,77.61,3.0,0.0,232.83,0.0,232.83,Cash,Online,No
TXN01734,2024-06-23,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Iron Box,922.61,3.0,5.0,2767.83,138.39,2629.44,Cash,Loyalty Member,No
TXN01735,,S005,Pune Retail Hub,Pune,Stationery,Calculator,401.82,8.0,101.0,,,,Credit Card,Corporate,No
TXN01736,2024-10-26,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Water Purifier,8774.92,3.0,15.0,26324.76,3948.71,22376.05,Cash,Walk-in,No
TXN01737,2024-04-23,S003,Chennai Express,Chennai,Stationery,Notebook Set,190.79,6.0,0.0,1144.74,0.0,1144.74,Cash,Loyalty Member,No
TXN01738,2024-05-22,S005,Pune Retail Hub,Pune,Clothing,Formal Shirt,912.8,8.0,0.0,7302.4,0.0,7302.4,Debit Card,Corporate,No
TXN01739,2024-07-02,S004,Mumbai Metro Store,Mumbai,Stationery,File Folder,77.82,3.0,10.0,233.46,23.35,210.11,UPI,Corporate,No
TXN01740,2024-12-14,S004,Mumbai Metro Store,Mumbai,Home Appliances,Microwave,6575.74,7.0,20.0,46030.18,9206.04,36824.14,Credit Card,Corporate,No
TXN01741,2024-10-18,S005,Pune Retail Hub,Pune,Electronics,Tablet,19472.22,4.0,15.0,77888.88,11683.33,66205.55,Cash,Walk-in,No
TXN01742,,S005,Pune Retail Hub,Pune,Grocery,Cooking Oil,195.35,1.0,-5.0,,,,Cash,Corporate,No
TXN01743,2024-12-18,S005,Pune Retail Hub,Pune,Stationery,Stapler,143.05,1.0,0.0,143.05,0.0,143.05,Debit Card,Corporate,No
TXN01744,2024-12-04,S005,Pune Retail Hub,Pune,Grocery,Rice (5kg),349.01,5.0,0.0,1745.05,0.0,1745.05,Net Banking,Online,No
TXN01745,2024-07-28,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Mixer Grinder,2736.04,1.0,5.0,2736.04,136.8,2599.24,Net Banking,Loyalty Member,No
TXN01746,2024-01-12,S003,Chennai Express,Chennai,Stationery,Notebook Set,198.71,7.0,10.0,1390.97,139.1,1251.87,Cash,Online,No
TXN01747,2024-02-11,S001,Hyderabad Central,Hyderabad,Electronics,Mobile Phone,9818.37,2.0,5.0,19636.74,981.84,18654.9,Credit Card,Loyalty Member,No
TXN01748,2024-06-04,S002,Banjara Hills Mart,Hyderabad,Stationery,File Folder,80.26,1.0,15.0,80.26,12.04,68.22,UPI,Walk-in,Yes
TXN01749,2024-09-05,S005,Pune Retail Hub,Pune,Grocery,Spices Pack,103.87,5.0,0.0,519.35,0.0,519.35,Cash,Walk-in,No
TXN01750,2024-08-06,S005,Pune Retail Hub,Pune,Electronics,Mobile Phone,10146.01,7.0,10.0,71022.07,7102.21,63919.86,Cash,Loyalty Member,No
TXN01751,2024-05-08,S002,Banjara Hills Mart,Hyderabad,Grocery,Pulses,148.43,1.0,10.0,148.43,14.84,133.59,Cash,Walk-in,Yes
TXN01752,2024-10-23,S002,Banjara Hills Mart,Hyderabad,Stationery,Calculator,401.48,6.0,15.0,2408.88,361.33,2047.55,Debit Card,Walk-in,No
TXN01753,2024-07-08,S001,Hyderabad Central,Hyderabad,Electronics,Tablet,18331.78,1.0,20.0,18331.78,3666.36,14665.42,Net Banking,Loyalty Member,No
TXN01754,2024-09-07,S004,Mumbai Metro Store,Mumbai,Stationery,Pen Box,103.7,1.0,10.0,103.7,10.37,93.33,UPI,Walk-in,No
TXN01755,2024-04-21,S001,Hyderabad Central,Hyderabad,Home Appliances,Mixer Grinder,2777.22,4.0,10.0,11108.88,1110.89,9997.99,Net Banking,Corporate,No
TXN01756,2024-03-01,S005,Pune Retail Hub,Pune,Clothing,Jacket,2031.31,3.0,20.0,6093.93,1218.79,4875.14,UPI,Online,No
TXN01757,2024-04-29,S001,Hyderabad Central,Hyderabad,Clothing,T-Shirt,602.18,4.0,5.0,2408.72,120.44,2288.28,Cash,Corporate,No
TXN01758,2024-06-27,S001,Hyderabad Central,Hyderabad,Grocery,Cooking Oil,194.08,3.0,15.0,582.24,87.34,494.9,UPI,Corporate,No
TXN01759,2024-11-08,S004,Mumbai Metro Store,Mumbai,Stationery,Notebook Set,195.06,2.0,0.0,390.12,0.0,390.12,Net Banking,Corporate,No
TXN01760,2024-09-25,S002,Banjara Hills Mart,Hyderabad,Grocery,Pulses,155.91,8.0,5.0,1247.28,62.36,1184.92,Cash,Loyalty Member,No
TXN01761,2024-08-03,S004,Mumbai Metro Store,Mumbai,Home Appliances,Iron Box,909.48,2.0,10.0,1818.96,181.9,1637.06,Credit Card,Loyalty Member,No
TXN01762,2024-01-02,S003,Chennai Express,Chennai,Grocery,Cooking Oil,185.55,4.0,0.0,742.2,0.0,742.2,UPI,Online,No
TXN01763,2024-10-18,S003,Chennai Express,Chennai,Home Appliances,Microwave,6239.01,1.0,0.0,6239.01,0.0,6239.01,Net Banking,Walk-in,No
TXN01764,2024-04-01,S004,Mumbai Metro Store,Mumbai,Clothing,Formal Shirt,927.88,5.0,10.0,4639.4,463.94,4175.46,Credit Card,Walk-in,No
TXN01765,2024-11-10,S002,Banjara Hills Mart,Hyderabad,Grocery,Cooking Oil,181.44,7.0,20.0,1270.08,254.02,1016.06,UPI,Online,No
TXN01766,2024-12-12,S004,Mumbai Metro Store,Mumbai,Grocery,Cooking Oil,180.1,2.0,15.0,360.2,54.03,306.17,Cash,Walk-in,No
TXN01767,2024-05-18,S004,Mumbai Metro Store,Mumbai,Grocery,Pulses,153.03,3.0,0.0,459.09,0.0,459.09,Credit Card,Online,No
TXN01768,2024-05-12,S001,Hyderabad Central,Hyderabad,Grocery,Spices Pack,98.2,6.0,10.0,589.2,58.92,530.28,Net Banking,Corporate,No
TXN01769,2024-07-14,S004,Mumbai Metro Store,Mumbai,Stationery,Calculator,402.27,2.0,15.0,804.54,120.68,683.86,Credit Card,Online,No
TXN01770,2024-11-22,S002,Banjara Hills Mart,Hyderabad,Grocery,Spices Pack,98.41,5.0,0.0,492.05,0.0,492.05,Credit Card,Loyalty Member,No
TXN01771,2024-09-09,S001,Hyderabad Central,Hyderabad,Home Appliances,Fan,1529.3,6.0,20.0,9175.8,1835.16,7340.64,Debit Card,Walk-in,No
